"Gene.set","URL","universe.size","goi","goi.in.universe","pathway.size","no.overlap","k.over.K","pvalue","FDR","Overlapping Genes","X2","X3","X4","X5","X6","X7","X8"
"positive regulation of epidermal growth factor-activated receptor activity (GO:0045741)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"negative regulation of interleukin-17 production (GO:0032700)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"regulation of protein activation cascade (GO:2000257)",NA,9330,22,8,107,0,0,0.0881794196656007,1,"","","","","","","",""
"positive regulation of multicellular organism growth (GO:0040018)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"neuron cell-cell adhesion (GO:0007158)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"skeletal muscle myosin thick filament assembly (GO:0030241)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"sphingosine-1-phosphate signaling pathway (GO:0003376)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"cellular response to caffeine (GO:0071313)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"regulation of vasculature development (GO:1901342)",NA,9330,22,8,27,0,0,0.0229265036808648,1,"","","","","","","",""
"regulation of natural killer cell mediated cytotoxicity (GO:0042269)",NA,9330,22,8,21,0,0,0.01787186898987,1,"","","","","","","",""
"isotype switching (GO:0045190)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"regulation of cyclic nucleotide metabolic process (GO:0030799)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"glycolytic process through glucose-6-phosphate (GO:0061620)",NA,9330,22,8,24,0,0,0.020402038990147,1,"","","","","","","",""
"substrate-dependent cell migration, cell extension (GO:0006930)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"protein acylation (GO:0043543)",NA,9330,22,8,35,0,0,0.0296306007295059,1,"","","","","","","",""
"regulation of cell communication (GO:0010646)",NA,9330,22,8,70,0,0,0.0584901115839002,1,"","","","","","","",""
"cobalamin metabolic process (GO:0009235)",NA,9330,22,8,20,0,0,0.0170272092341096,1,"","","","","","","",""
"synapse assembly (GO:0007416)",NA,9330,22,8,62,0,0,0.0519607298150324,1,"","","","","","","",""
"negative regulation of response to cytokine stimulus (GO:0060761)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"exogenous drug catabolic process (GO:0042738)",NA,9330,22,8,22,0,0,0.0187158935948847,1,"","","","","","","",""
"regulation of vascular associated smooth muscle cell migration (GO:1904752)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"negative regulation of hydrogen peroxide-induced cell death (GO:1903206)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"O-glycan processing (GO:0016266)",NA,9330,22,8,64,0,0,0.05359677851711,1,"","","","","","","",""
"cellular response to lipoteichoic acid (GO:0071223)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"positive regulation of nucleobase-containing compound transport (GO:0032241)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"negative regulation of toll-like receptor signaling pathway (GO:0034122)",NA,9330,22,8,30,0,0,0.025445274092693,1,"","","","","","","",""
"positive regulation of intracellular protein transport (GO:0090316)",NA,9330,22,8,151,0,0,0.122416687459374,1,"","","","","","","",""
"positive regulation of endothelial cell apoptotic process (GO:2000353)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"mitotic G2/M transition checkpoint (GO:0044818)",NA,9330,22,8,22,0,0,0.0187158935948847,1,"","","","","","","",""
"L-phenylalanine metabolic process (GO:0006558)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"vitamin A metabolic process (GO:0006776)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"modulation by virus of host process (GO:0019054)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"positive regulation of DNA-directed DNA polymerase activity (GO:1900264)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of retrograde protein transport, ER to cytosol (GO:1904152)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"sodium ion homeostasis (GO:0055078)",NA,9330,22,8,25,0,0,0.02124416059858,1,"","","","","","","",""
"exocyst localization (GO:0051601)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"sulfate transmembrane transport (GO:1902358)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"positive regulation of protein depolymerization (GO:1901881)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"negative regulation of morphogenesis of an epithelium (GO:1905331)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"lipid phosphorylation (GO:0046834)",NA,9330,22,8,34,0,0,0.028794795906706,1,"","","","","","","",""
"regulation of B cell apoptotic process (GO:0002902)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"pyrimidine-containing compound biosynthetic process (GO:0072528)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"negative regulation of protein modification process (GO:0031400)",NA,9330,22,8,62,0,0,0.0519607298150324,1,"","","","","","","",""
"positive regulation of inflammatory response (GO:0050729)",NA,9330,22,8,72,0,0,0.0601162955799488,1,"","","","","","","",""
"DNA strand elongation (GO:0022616)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"positive regulation of interleukin-2 production (GO:0032743)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"regulation of stem cell population maintenance (GO:2000036)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus (GO:1901522)",NA,9330,22,8,20,0,0,0.0170272092341096,1,"","","","","","","",""
"positive regulation of microtubule polymerization (GO:0031116)",NA,9330,22,8,23,0,0,0.0195592834585759,1,"","","","","","","",""
"regulation of stress-activated protein kinase signaling cascade (GO:0070302)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"regulation of secretion by cell (GO:1903530)",NA,9330,22,8,55,0,0,0.0462150541761137,1,"","","","","","","",""
"DNA-templated transcription, elongation (GO:0006354)",NA,9330,22,8,107,0,0,0.0881794196656007,1,"","","","","","","",""
"positive regulation of protein processing (GO:0010954)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"intracellular pH reduction (GO:0051452)",NA,9330,22,8,32,0,0,0.0271212963181692,1,"","","","","","","",""
"DNA repair (GO:0006281)",NA,9330,22,8,287,0,0,0.221236282660152,1,"","","","","","","",""
"nucleocytoplasmic transport (GO:0006913)",NA,9330,22,8,45,0,0,0.0379540967987592,1,"","","","","","","",""
"non-recombinational repair (GO:0000726)",NA,9330,22,8,48,0,0,0.0404389321873523,1,"","","","","","","",""
"positive regulation of smooth muscle cell apoptotic process (GO:0034393)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"histone H3-K4 demethylation (GO:0034720)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"negative regulation of mitotic cell cycle (GO:0045930)",NA,9330,22,8,47,0,0,0.0396112784361391,1,"","","","","","","",""
"inner ear receptor stereocilium organization (GO:0060122)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"positive regulation of keratinocyte proliferation (GO:0010838)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"regulation of glomerular filtration (GO:0003093)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"response to iron ion (GO:0010039)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"atrioventricular valve morphogenesis (GO:0003181)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"regulation of double-strand break repair (GO:2000779)",NA,9330,22,8,33,0,0,0.0279583612385239,1,"","","","","","","",""
"RNA polyadenylation (GO:0043631)",NA,9330,22,8,27,0,0,0.0229265036808648,1,"","","","","","","",""
"cardiac muscle cell-cardiac muscle cell adhesion (GO:0086042)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"sensory perception (GO:0007600)",NA,9330,22,8,53,0,0,0.0445678464114976,1,"","","","","","","",""
"phosphatidylinositol biosynthetic process (GO:0006661)",NA,9330,22,8,97,0,0,0.0802372128032302,1,"","","","","","","",""
"hexose metabolic process (GO:0019318)",NA,9330,22,8,44,0,0,0.0371245681044704,1,"","","","","","","",""
"neural tube development (GO:0021915)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"ribosomal small subunit biogenesis (GO:0042274)",NA,9330,22,8,43,0,0,0.0362944136206721,1,"","","","","","","",""
"steroid metabolic process (GO:0008202)",NA,9330,22,8,98,1,0.0102040816326531,0.00293450264784261,1,"AKR1C2","","","","","","",""
"regulation of calcium ion transmembrane transporter activity (GO:1901019)",NA,9330,22,8,26,0,0,0.0220856486926385,1,"","","","","","","",""
"lipid transport (GO:0006869)",NA,9330,22,8,90,0,0,0.0746417143390368,1,"","","","","","","",""
"rRNA 3'-end processing (GO:0031125)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"neuron projection extension involved in neuron projection guidance (GO:1902284)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"positive regulation of extracellular matrix assembly (GO:1901203)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"barbed-end actin filament capping (GO:0051016)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"positive regulation of protein glycosylation (GO:0060050)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of interleukin-1 beta production (GO:0032651)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"myeloid cell development (GO:0061515)",NA,9330,22,8,14,0,0,0.0119458895784953,1,"","","","","","","",""
"regulation of cellular protein catabolic process (GO:1903362)",NA,9330,22,8,16,0,0,0.0136422105074602,1,"","","","","","","",""
"regulation of hippo signaling (GO:0035330)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"axon regeneration (GO:0031103)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"positive regulation of epithelial cell apoptotic process (GO:1904037)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"cell projection assembly (GO:0030031)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"ribonucleoside monophosphate biosynthetic process (GO:0009156)",NA,9330,22,8,13,0,0,0.0110967722851903,1,"","","","","","","",""
"positive regulation of neutrophil chemotaxis (GO:0090023)",NA,9330,22,8,23,0,0,0.0195592834585759,1,"","","","","","","",""
"cardiac atrium development (GO:0003230)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"intracellular protein transport (GO:0006886)",NA,9330,22,8,346,1,0.00289017341040462,0.0331115580034914,1,"VPS25","","","","","","",""
"mRNA splicing, via spliceosome (GO:0000398)",NA,9330,22,8,260,0,0,0.202431919979265,1,"","","","","","","",""
"purine nucleotide biosynthetic process (GO:0006164)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"histone H2A-K119 monoubiquitination (GO:0036353)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"regulation of immunoglobulin secretion (GO:0051023)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"positive regulation of lyase activity (GO:0051349)",NA,9330,22,8,11,0,0,0.00939662198500957,1,"","","","","","","",""
"circulatory system development (GO:0072359)",NA,9330,22,8,108,0,0,0.0889703298512969,1,"","","","","","","",""
"cellular macromolecule biosynthetic process (GO:0034645)",NA,9330,22,8,366,2,0.00546448087431694,0.0028938964352502,1,"MRPL27","MRPL36","","","","","",""
"regulation of protein kinase A signaling (GO:0010738)",NA,9330,22,8,18,0,0,0.0153359826315622,1,"","","","","","","",""
"regulation of calcium ion transport into cytosol (GO:0010522)",NA,9330,22,8,21,0,0,0.01787186898987,1,"","","","","","","",""
"removal of superoxide radicals (GO:0019430)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"cellular response to light stimulus (GO:0071482)",NA,9330,22,8,65,0,0,0.054413876053465,1,"","","","","","","",""
"positive regulation of interferon-gamma secretion (GO:1902715)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"neuron projection extension (GO:1990138)",NA,9330,22,8,27,0,0,0.0229265036808648,1,"","","","","","","",""
"ribosome assembly (GO:0042255)",NA,9330,22,8,55,0,0,0.0462150541761137,1,"","","","","","","",""
"positive regulation of interferon-gamma production (GO:0032729)",NA,9330,22,8,42,0,0,0.0354636329427589,1,"","","","","","","",""
"mesoderm formation (GO:0001707)",NA,9330,22,8,19,0,0,0.0161819139179614,1,"","","","","","","",""
"regulation of fat cell proliferation (GO:0070344)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"low-density lipoprotein particle receptor catabolic process (GO:0032802)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"regulation of synapse maturation (GO:0090128)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"polyamine biosynthetic process (GO:0006596)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"regulation of ion transport (GO:0043269)",NA,9330,22,8,49,0,0,0.0412659617652988,1,"","","","","","","",""
"viral process (GO:0016032)",NA,9330,22,8,219,0,0,0.173117353398826,1,"","","","","","","",""
"regulation of actin nucleation (GO:0051125)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"protein deglycosylation (GO:0006517)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"negative regulation of macrophage derived foam cell differentiation (GO:0010745)",NA,9330,22,8,12,0,0,0.0102470165578307,1,"","","","","","","",""
"negative regulation of NIK/NF-kappaB signaling (GO:1901223)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"negative regulation of NF-kappaB import into nucleus (GO:0042347)",NA,9330,22,8,15,0,0,0.0127943688489299,1,"","","","","","","",""
"endosome to lysosome transport (GO:0008333)",NA,9330,22,8,47,0,0,0.0396112784361391,1,"","","","","","","",""
"membrane protein intracellular domain proteolysis (GO:0031293)",NA,9330,22,8,23,0,0,0.0195592834585759,1,"","","","","","","",""
"adrenal gland development (GO:0030325)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"peptidyl-serine dephosphorylation (GO:0070262)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
"microtubule anchoring at microtubule organizing center (GO:0072393)",NA,9330,22,8,10,0,0,0.00854558815509976,1,"","","","","","","",""
"nucleosome organization (GO:0034728)",NA,9330,22,8,78,0,0,0.0649801111380132,1,"","","","","","","",""
"regulation of entry of bacterium into host cell (GO:2000535)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter (GO:1901838)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"bicarbonate transport (GO:0015701)",NA,9330,22,8,40,0,0,0.0338001913850765,1,"","","","","","","",""
"small RNA loading onto RISC (GO:0070922)",NA,9330,22,8,8,0,0,0.00684160107640031,1,"","","","","","","",""
"peptidyl-serine modification (GO:0018209)",NA,9330,22,8,169,0,0,0.136095257201045,1,"","","","","","","",""
"signal peptide processing (GO:0006465)",NA,9330,22,8,24,0,0,0.020402038990147,1,"","","","","","","",""
"regulation of axon extension involved in axon guidance (GO:0048841)",NA,9330,22,8,22,0,0,0.0187158935948847,1,"","","","","","","",""
"negative regulation of appetite (GO:0032099)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"actin polymerization or depolymerization (GO:0008154)",NA,9330,22,8,35,0,0,0.0296306007295059,1,"","","","","","","",""
"cellular divalent inorganic anion homeostasis (GO:0072501)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"negative regulation of muscle hypertrophy (GO:0014741)",NA,9330,22,8,6,0,0,0.00513505202429265,1,"","","","","","","",""
"embryonic camera-type eye morphogenesis (GO:0048596)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"positive regulation of cell aging (GO:0090343)",NA,9330,22,8,7,0,0,0.00598864700325075,1,"","","","","","","",""
"granzyme-mediated apoptotic signaling pathway (GO:0008626)",NA,9330,22,8,5,0,0,0.00428081572679273,1,"","","","","","","",""
"membrane raft organization (GO:0031579)",NA,9330,22,8,9,0,0,0.00769391465625335,1,"","","","","","","",""
